Rk,Tm,Year,#Matching,W,L,,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GDP,SB,CS,WPA
1,STL,1989,164,86,76,Ind. Games,6141,5492,632,1418,263,47,73,587,507,848,.258,.321,.363,.684,78,43,59,21,120,155,54,-1.6
2,PIT,1989,164,74,88,Ind. Games,6261,5539,637,1334,263,53,95,584,563,914,.241,.311,.359,.670,83,51,91,24,115,155,69,-3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,TOR,1998,163,88,74,Ind. Games,6323,5580,816,1482,316,19,221,776,564,1132,.266,.340,.448,.787,43,49,43,87,108,184,81,-2.5
4,TOR,1986,163,86,76,Ind. Games,6318,5716,809,1540,285,35,181,767,496,848,.269,.329,.427,.755,24,49,23,33,122,110,59,3.6
5,TOR,1984,163,89,73,Ind. Games,6286,5687,750,1555,275,68,143,702,460,816,.273,.331,.421,.752,35,49,46,52,91,193,67,6.3
6,TEX,1983,163,77,85,Ind. Games,6162,5610,639,1429,242,33,106,587,442,767,.255,.310,.366,.677,38,42,33,29,123,119,60,-11.9
7,TEX,2013,163,91,72,Ind. Games,6196,5585,730,1465,262,23,176,691,462,1067,.262,.323,.412,.735,45,42,26,61,124,149,46,0.2
8,TEX,1996,163,90,72,Ind. Games,6494,5702,928,1622,323,32,221,890,660,1041,.284,.358,.469,.827,32,69,51,31,128,83,26,1.7
9,TEX,1980,163,76,85,Ind. Games,6320,5690,756,1616,263,27,124,720,480,589,.284,.339,.405,.744,70,56,51,23,156,91,49,-1.2
10,TBR,2013,163,92,71,Ind. Games,6242,5538,700,1421,296,23,165,670,589,1171,.257,.329,.408,.737,24,55,31,36,140,73,38,5.3
11,STL,1998,163,83,79,Ind. Games,6413,5593,810,1444,292,30,223,781,676,1179,.258,.341,.441,.781,68,34,65,42,117,133,41,4.1
12,SFG,1998,163,89,74,Ind. Games,6484,5628,845,1540,292,26,161,800,678,1040,.274,.353,.421,.774,81,53,53,44,123,102,51,7.4
13,SEA,1980,163,59,103,Ind. Games,6142,5489,610,1359,211,35,104,564,483,727,.248,.308,.356,.664,106,44,44,19,136,116,62,-12.5
14,SDP,1983,163,81,81,Ind. Games,6163,5527,653,1384,207,34,93,592,482,822,.250,.311,.351,.661,89,45,80,20,120,179,67,-1.8
15,SDP,2007,163,89,74,Ind. Games,6326,5612,741,1408,322,31,171,704,557,1229,.251,.322,.411,.732,64,44,45,49,113,55,24,-3.0
16,SDP,1980,163,73,89,Ind. Games,6255,5540,591,1410,195,43,67,546,563,791,.255,.324,.342,.665,92,38,70,21,113,239,73,-3.6
17,PIT,1998,163,69,93,Ind. Games,6113,5493,650,1395,271,35,107,613,393,1060,.254,.311,.374,.686,78,56,22,91,102,159,51,-13.8
18,PHI,1983,163,90,72,Ind. Games,6218,5426,696,1352,209,45,125,649,640,906,.249,.329,.373,.702,80,46,75,26,132,143,75,6.5
19,PHI,1989,163,67,95,Ind. Games,6128,5447,629,1324,215,36,123,594,558,926,.243,.314,.364,.677,57,42,57,22,107,106,50,-1.1
20,NYY,2003,163,101,61,Ind. Games,6431,5605,877,1518,304,14,230,845,684,1042,.271,.356,.453,.810,25,35,54,81,154,98,33,9.4
21,NYM,1999,163,97,66,Ind. Games,6454,5572,853,1553,297,14,181,814,717,994,.279,.363,.434,.797,63,54,53,48,149,150,61,6.1
22,MON,1983,163,82,80,Ind. Games,6293,5611,677,1482,297,41,102,632,509,733,.264,.326,.386,.713,78,57,76,38,133,138,44,-2.4
23,MON,1988,163,81,81,Ind. Games,6170,5573,628,1400,260,48,107,576,454,1053,.251,.309,.373,.682,66,44,71,32,120,189,89,-2.6
24,MON,1993,163,94,68,Ind. Games,6233,5493,732,1410,270,36,122,682,542,860,.257,.326,.386,.712,100,50,65,48,95,228,56,1.3
25,MIN,2008,163,88,75,Ind. Games,6331,5641,829,1572,298,49,111,791,529,979,.279,.340,.408,.748,52,72,48,36,142,102,42,4.2
26,MIN,2009,163,87,76,Ind. Games,6346,5608,817,1539,271,40,172,770,585,1021,.274,.345,.429,.774,51,57,46,45,147,85,32,2.8
27,MIL,1982,163,95,67,Ind. Games,6337,5733,891,1599,277,41,216,843,484,714,.279,.335,.455,.789,56,46,42,18,105,84,52,14.2
28,MIL,2000,163,73,89,Ind. Games,6355,5563,740,1366,297,25,177,708,620,1245,.246,.325,.403,.729,61,49,47,61,126,72,44,-9.3
29,LAD,1980,163,92,71,Ind. Games,6221,5568,663,1462,209,24,148,638,492,846,.263,.323,.388,.711,96,41,52,24,108,123,72,6.6
30,LAD,1983,163,91,71,Ind. Games,6130,5440,654,1358,197,34,146,613,541,925,.250,.318,.379,.697,86,40,61,22,112,166,76,2.1
31,KCR,1983,163,79,83,Ind. Games,6083,5598,696,1515,273,54,109,653,397,722,.271,.320,.397,.717,32,33,41,23,123,182,47,-0.1
32,HOU,1980,163,93,70,Ind. Games,6254,5566,637,1455,231,67,75,599,540,755,.261,.326,.367,.693,89,45,73,13,96,194,74,5.2
33,HOU,2005,163,89,73,Ind. Games,6139,5462,693,1400,281,32,161,654,481,1037,.256,.322,.408,.730,82,42,43,72,116,115,44,-7.5
34,DET,2009,163,86,77,Ind. Games,6234,5540,743,1443,245,35,183,718,540,1114,.260,.331,.416,.747,53,39,30,61,131,72,33,-1.6
35,DET,1980,163,84,78,Ind. Games,6444,5648,830,1543,232,53,143,767,645,844,.273,.348,.409,.757,63,55,35,33,144,75,68,5.1
36,COL,2007,163,90,73,Ind. Games,6498,5691,860,1591,313,36,171,823,622,1152,.280,.354,.437,.791,83,44,51,58,140,100,31,7.6
37,CLE,1986,163,84,78,Ind. Games,6288,5702,831,1620,270,45,157,775,456,944,.284,.337,.430,.767,56,49,26,24,129,141,54,10.3
38,CLE,1984,163,75,87,Ind. Games,6375,5643,761,1498,222,39,123,704,600,815,.265,.335,.384,.719,37,67,34,27,134,126,77,-0.8
39,CIN,1980,163,89,73,Ind. Games,6209,5516,707,1445,256,45,113,668,537,852,.262,.327,.386,.713,78,54,68,23,116,156,43,9.5
40,CIN,2000,163,85,77,Ind. Games,6373,5635,825,1545,302,36,200,794,559,995,.274,.343,.447,.790,56,58,60,64,137,100,38,-3.5
41,CIN,2005,163,73,89,Ind. Games,6321,5565,820,1453,335,15,222,784,611,1303,.261,.339,.446,.785,43,39,42,62,116,72,23,5.5
42,CIN,1999,163,96,67,Ind. Games,6378,5649,865,1536,312,37,209,820,569,1125,.272,.341,.451,.792,70,44,37,45,107,164,54,4.9
43,CHW,1985,163,85,77,Ind. Games,6089,5470,736,1386,247,37,146,695,471,843,.253,.315,.392,.707,59,45,40,43,118,108,56,0.3
44,CHW,1998,163,80,82,Ind. Games,6281,5585,861,1516,291,38,198,806,551,916,.271,.339,.444,.782,38,59,34,47,119,127,46,6.3
45,CHW,2008,163,89,74,Ind. Games,6231,5553,811,1458,296,13,235,785,540,1016,.263,.332,.448,.780,28,47,33,63,157,67,34,-2.2
46,CHC,1988,163,77,85,Ind. Games,6203,5675,660,1481,262,46,113,613,403,910,.261,.310,.383,.693,57,46,58,21,109,120,46,1.0
47,CHC,1993,163,84,78,Ind. Games,6217,5627,738,1521,259,32,161,706,446,923,.270,.325,.414,.739,67,42,61,34,131,100,43,3.2
48,CHC,1998,163,90,73,Ind. Games,6394,5649,831,1494,250,34,212,788,601,1223,.264,.337,.433,.771,67,37,51,39,123,65,44,8.0
49,BOS,1985,163,81,81,Ind. Games,6420,5720,800,1615,292,31,162,760,562,816,.282,.347,.429,.776,50,57,39,30,164,66,27,1.1
50,BAL,2003,163,71,91,Ind. Games,6241,5665,743,1516,277,24,152,695,431,902,.268,.323,.405,.729,51,40,32,54,123,89,36,-6.5
51,BAL,1996,163,88,74,Ind. Games,6494,5689,949,1557,299,29,257,914,645,915,.274,.350,.472,.822,31,67,49,61,134,77,40,5.5
52,BAL,1982,163,94,68,Ind. Games,6325,5557,774,1478,259,27,179,735,634,796,.266,.341,.419,.760,57,52,52,25,141,49,38,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,WSN,2013,162,86,76,Ind. Games,6047,5436,656,1365,259,27,161,621,464,1192,.251,.313,.398,.710,68,39,35,40,115,88,28,0.6
54,WSN,2006,162,71,91,Ind. Games,6283,5495,746,1437,322,22,164,695,594,1156,.262,.338,.418,.756,76,49,66,69,118,123,62,2.7
55,WSN,2016,162,95,67,Ind. Games,6201,5490,763,1403,268,29,203,735,536,1252,.256,.326,.426,.751,48,63,49,64,102,121,39,4.5
56,WSN,2009,162,59,103,Ind. Games,6273,5493,710,1416,271,38,156,685,617,1208,.258,.337,.406,.743,64,42,39,56,133,73,40,-3.8
57,WSN,2017,162,97,65,Ind. Games,6214,5553,819,1476,311,31,215,796,542,1327,.266,.332,.449,.781,43,45,56,31,116,108,30,3.9
58,WSN,2014,162,96,66,Ind. Games,6216,5542,686,1403,265,27,152,635,517,1304,.253,.321,.393,.714,60,41,29,56,115,101,23,3.6
59,WSN,2007,162,73,89,Ind. Games,6201,5520,673,1415,309,31,123,646,524,1128,.256,.325,.390,.715,63,41,38,53,143,69,23,-7.2
60,WSN,2012,162,98,64,Ind. Games,6221,5615,731,1468,301,25,194,688,479,1325,.261,.322,.428,.750,50,36,43,41,110,105,35,5.9
61,WSN,2005,162,81,81,Ind. Games,6142,5426,639,1367,311,32,117,615,491,1090,.252,.322,.386,.708,91,45,55,89,130,45,45,-9.2
62,WSN,2010,162,69,93,Ind. Games,6100,5418,655,1355,250,31,149,634,503,1220,.250,.318,.390,.708,71,47,36,60,125,110,41,-5.6
63,WSN,2015,162,83,79,Ind. Games,6117,5428,703,1363,265,13,177,665,539,1344,.251,.321,.403,.724,55,51,38,44,129,57,23,0.4
64,TOR,2005,162,80,82,Ind. Games,6233,5581,775,1480,307,39,136,735,486,955,.265,.331,.407,.738,21,56,18,89,126,72,35,-5.7
65,TOR,2010,162,85,77,Ind. Games,6072,5495,755,1364,319,21,257,732,471,1164,.248,.312,.454,.766,16,34,25,55,114,58,20,2.4
66,TOR,1983,162,89,73,Ind. Games,6213,5581,795,1546,268,58,167,749,510,810,.277,.338,.436,.774,36,54,44,32,118,131,72,8.2
67,TOR,2015,162,93,69,Ind. Games,6232,5509,891,1480,308,17,232,852,570,1151,.269,.340,.457,.797,36,62,12,54,140,88,23,12.1
68,TOR,1988,162,87,75,Ind. Games,6194,5557,763,1491,271,47,158,707,521,935,.268,.332,.419,.751,34,50,35,31,145,107,36,3.8
69,TOR,2017,162,76,86,Ind. Games,6154,5499,693,1320,269,5,222,661,542,1327,.240,.312,.412,.724,25,35,12,51,153,53,24,-9.2
70,TOR,1993,162,95,67,Ind. Games,6319,5579,847,1556,317,42,159,796,588,861,.279,.350,.436,.786,46,54,57,52,138,170,49,9.8
71,TOR,2003,162,86,76,Ind. Games,6364,5661,894,1580,357,33,190,853,546,1081,.279,.349,.455,.803,11,56,40,90,146,37,25,8.5
72,TOR,2008,162,86,76,Ind. Games,6191,5503,714,1453,303,32,126,681,521,938,.264,.331,.399,.731,48,56,34,59,150,80,27,-7.6
73,TOR,2013,162,74,88,Ind. Games,6152,5537,712,1398,273,24,185,669,510,1123,.252,.318,.411,.729,29,38,19,38,133,112,41,-1.2
74,TOR,1991,162,91,71,Ind. Games,6167,5489,684,1412,295,45,133,649,499,1043,.257,.322,.400,.722,56,65,49,58,108,148,53,-3.7
75,TOR,1996,162,74,88,Ind. Games,6295,5599,766,1451,302,35,177,712,529,1105,.259,.331,.420,.752,38,37,19,92,120,116,38,-11.2
76,TOR,2001,162,80,82,Ind. Games,6284,5663,767,1489,287,36,195,728,470,1094,.263,.325,.430,.755,34,43,47,74,111,156,55,-6.3
77,TOR,2006,162,87,75,Ind. Games,6241,5596,809,1591,348,27,199,778,514,906,.284,.348,.463,.811,16,52,31,63,166,65,33,2.9
78,TOR,2011,162,81,81,Ind. Games,6210,5559,743,1384,285,34,186,704,525,1184,.249,.317,.413,.730,31,47,41,48,108,131,52,0.7
79,TOR,2016,162,89,73,Ind. Games,6233,5479,759,1358,276,18,221,728,632,1362,.248,.330,.426,.755,26,40,16,55,153,54,24,-1.1
80,TOR,1989,162,89,73,Ind. Games,6216,5581,731,1449,265,40,142,685,521,923,.260,.323,.398,.721,30,53,32,31,124,144,58,3.8
81,TOR,1999,162,84,78,Ind. Games,6370,5642,883,1580,337,14,212,856,578,1077,.280,.352,.457,.810,28,45,29,76,129,119,48,3.0
82,TOR,2009,162,75,87,Ind. Games,6362,5696,798,1516,339,13,209,766,548,1028,.266,.333,.440,.773,24,49,23,45,130,73,23,-4.1
83,TOR,1982,162,78,84,Ind. Games,6067,5526,651,1447,262,45,106,605,415,749,.262,.314,.383,.697,48,50,38,28,106,118,81,-9.2
84,TOR,2014,162,83,79,Ind. Games,6167,5549,723,1435,282,24,177,690,502,1151,.259,.323,.414,.736,35,40,27,41,128,78,21,2.0
85,TOR,1987,162,96,66,Ind. Games,6295,5635,845,1514,277,38,215,790,555,970,.269,.336,.446,.782,30,35,45,38,136,126,50,3.4
86,TOR,1992,162,96,66,Ind. Games,6224,5536,780,1458,265,40,163,737,561,933,.263,.333,.414,.747,26,54,41,47,123,129,39,5.0
87,TOR,1997,162,76,86,Ind. Games,6109,5473,654,1333,275,41,147,627,487,1138,.244,.310,.389,.699,38,52,26,59,102,134,50,-14.2
88,TOR,2002,162,78,84,Ind. Games,6230,5581,813,1457,305,38,187,771,522,1142,.261,.327,.430,.757,17,57,30,53,130,71,18,0.7
89,TOR,2007,162,83,79,Ind. Games,6197,5536,753,1434,344,24,165,719,533,1044,.259,.327,.419,.746,33,48,32,47,127,57,22,-4.2
